Metadata_Experiment,Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
toxin14A,p39,H05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p39,H07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p39,H09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p39,H11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p40,B01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p40,B05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p40,B07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p40,B09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p40,B11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p40,H01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p40,H05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p40,H07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p40,H09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p40,H11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p41,A01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p41,A05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p41,A07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p41,A09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p41,A11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p41,B01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p41,B05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p41,B07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p41,B09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p41,B11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p42,A01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p42,A05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p42,A07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p42,A09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p42,A11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p42,B01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p42,B05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p42,B07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p42,B09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p42,B11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p43,A01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p43,A05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p43,A07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p43,A09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p43,A11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p43,B01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p43,B05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p43,B07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p43,B09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p43,B11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p44,A01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p44,A05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p44,A07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p44,A09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p44,A11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p44,B01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p44,B05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p44,B07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p44,B09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p44,B11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p45,B01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p45,B05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p45,B07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p45,B09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p45,B11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p45,H01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p45,H05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p45,H07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p45,H09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p45,H11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p46,B01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p46,B05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p46,B07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p46,B09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p46,B11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p46,H01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p46,H05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p46,H07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p46,H09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p46,H11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p47,B01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p47,B05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p47,B07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p47,B09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p47,B11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p47,H01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p47,H05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p47,H07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p47,H09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p47,H11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p48,B01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p48,B05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p48,B07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p48,B09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p48,B11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p48,H01,48h,10,15hHB101_20200127,water,1,Paraquat,0,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p48,H05,48h,10,15hHB101_20200127,water,1,Paraquat,31.25,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p48,H07,48h,10,15hHB101_20200127,water,1,Paraquat,125,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p48,H09,48h,10,15hHB101_20200127,water,1,Paraquat,500,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p48,H11,48h,10,15hHB101_20200127,water,1,Paraquat,2000,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p61,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p61,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p61,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p61,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p61,B12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p61,H01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p61,H09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p61,H10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p61,H11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p61,H12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p62,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p62,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p62,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p62,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p62,B12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p62,H01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p62,H09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p62,H10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p62,H11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p62,H12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p63,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p63,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p63,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p63,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p63,B12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p63,H01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p63,H09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p63,H10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p63,H11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p63,H12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p64,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p64,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p64,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p64,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p64,B12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,XZ1516,1,,,""
toxin14A,p64,H01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p64,H09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p64,H10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p64,H11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p64,H12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,ECA396,1,,,""
toxin14A,p65,A01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p65,A09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p65,A10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p65,A11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p65,A12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p65,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p65,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p65,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p65,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p65,B12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p66,A01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p66,A09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p66,A10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p66,A11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p66,A12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p66,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p66,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p66,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p66,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p66,B12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p67,A01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p67,A09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p67,A10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p67,A11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p67,A12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p67,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p67,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p67,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p67,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p67,B12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p68,A01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p68,A09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p68,A10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p68,A11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p68,A12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,ECA396,2,,,""
toxin14A,p68,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p68,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p68,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p68,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p68,B12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,XZ1516,2,,,""
toxin14A,p69,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p69,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p69,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p69,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p69,B12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p69,H01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p69,H09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p69,H10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p69,H11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p69,H12,48h,10,15hHB101_20200127,water,1,Zinc dichloride,400,20200126,serial; Rscript,ECA396,3,,,""
toxin14A,p70,B01,48h,10,15hHB101_20200127,water,1,Zinc dichloride,0,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p70,B09,48h,10,15hHB101_20200127,water,1,Zinc dichloride,50,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p70,B10,48h,10,15hHB101_20200127,water,1,Zinc dichloride,100,20200126,serial; Rscript,XZ1516,3,,,""
toxin14A,p70,B11,48h,10,15hHB101_20200127,water,1,Zinc dichloride,200,20200126,serial; Rscript,XZ1516,3,,,""
